"title","age","children_in_home","education","gender","reviewer_type","work_status","genre","length_minutes","season","total_reviews","review_text","word_count","rating_first_watch","rating_second_watch","release_date","review_date","length_hours"
"Cosmic Adventures",52,1,"Completed College","male","Viewer","Employed","Sci-Fi","9 mins","Fall",8655,"A symphony of emotions that left me deeply touched.",9,"3.5 stars","3.7 stars","12-28-2012","2022/12/11","2 hrs"
"Eternal Love",36,0,"Completed College","male","Viewer","Employed","Romance","3 mins","Fall",997,"I can't believe I sat through this garbage. The writing was terrible, and the acting was worse.",18,"2.5 stars","2.5 stars","2-3-2014","2021/11/14","2 hrs"
"Amour Forever",18,1,"Completed High School","female","Viewer","Student","Romance","40 mins","Fall",6251,"This movie is a triumph. It's an emotional rollercoaster that will leave you in awe of the human spirit.",20,"3.6 stars","3.6 stars","2-9-2004","2008/4/8","1 hrs"
"Stellar Explorers",35,1,"Completed College","male","Viewer","Employed","Sci-Fi","30 mins","Fall",8106,"A film that left me feeling indifferent.",7,"3.1 stars","3.3 stars","1-23-2013","2021/4/15","1 hrs"
"Chronicles of Courage",51,0,"Completed College","female","Viewer","Employed","Action/Adventure","15 mins","Summer",1983,"An agonizing viewing experience that I won't soon forget.",10,"2.4 stars","2.6 stars","11-27-1995","1996/10/9","2 hrs"
"Odyssey of Hope",29,1,"Completed High School","female","Critic","Employed","Action/Adventure","42 mins","Summer",9797,"An average experience that didn't leave a strong mark.",10,"3 stars","3 stars","1-1-2019","2019/11/2","1 hrs"
"Shattered Illusions",22,0,"Completed College","female","Viewer","Student","Drama","51 mins","Fall",8485,"A testament to the power of cinema to touch hearts.",10,"3.8 stars","3.9 stars","11-17-2013","2023/7/15","1 hrs"
"Reflections of Reality",71,0,"Completed High School","male","Viewer","Retired","Other","45 mins","Summer",2599,"A film that didn't leave a lasting impact.",9,"3.3 stars","3.5 stars","12-15-2019","2019/7/21","1 hrs"
"Enchanted Playtime",18,1,"Post-Graduate","female","Viewer","Employed","Kids","23 mins","Spring",1041,"A movie that lacked the depth I was hoping for.",10,"2.9 stars","2.7 stars","3-2-2004","2005/4/12","1 hrs"
"Beyond the Stars",25,0,"Completed College","female","Viewer","Student","Sci-Fi","32 mins","Summer",3305,"A movie that left me feeling indifferent.",7,"3.2 stars","3.4 stars","12-3-1997","2001/12/25","2 hrs"
"Whispers of Fate",25,0,"Post-Graduate","male","Viewer","Employed","Drama","45 mins","Fall",8887,"A genuine masterpiece that left me in awe.",8,"3.5 stars","3.5 stars","2-25-2009","2011/7/18","1 hrs"
"Fading Memories",28,1,"Post-Graduate","male","Viewer","Employed","Drama","14 mins","Winter",1885,"A mixed bag of good and not-so-good moments.",10,"3 stars","3 stars","8-3-2001","2008/10/2","2 hrs"
"Lost Horizon",62,0,"Completed College","male","Viewer","Employed","Drama","27 mins","Spring",2643,"A film that had its moments but didn't fully resonate.",11,"3 stars","3 stars","2-4-2018","2018/7/27","2 hrs"
"Fun Under the Sun",18,0,"Post-Graduate","female","Viewer","Employed","Comedy","8 mins","Summer",7699,"Overflowing with beauty and heartfelt sincerity.",6,"3.5 stars","3.6 stars","8-15-2019","2019/2/12","2 hrs"
"Wonderland Adventures",41,0,"Completed High School","female","Viewer","Employed","Kids","15 mins","Spring",2160,"A disaster from start to finish. Don't subject yourself to it.",12,"2.1 stars","1.9 stars","5-4-2012","2017/8/19","2 hrs"
"Frozen in Time",37,2,"Post-Graduate","female","Viewer","Employed","Drama","24 mins","Winter",2736,"A cinematic treasure that left me deeply moved.",8,"3.7 stars","3.7 stars","2-2-1984","1989/8/19","2 hrs"
"Realm of Illusions",71,0,"Completed High School","male","Viewer","Unemployed","Drama","29 mins","Summer",1520,"An in-between experience that left me with mixed thoughts.",10,"3.3 stars","3.5 stars","2-5-2005","2012/1/22","2 hrs"
"Crazy Antics",62,0,"Completed High School","male","Viewer","Student","Comedy","16 mins","Winter",6745,"An emotional tour de force that left me moved.",9,"4 stars","3.9 stars","8-16-1992","1994/3/18","1 hrs"
"The Enigmatic Drama",33,0,"Post-Graduate","male","Viewer","Employed","Drama","10 mins","Summer",5690,"I was blown away by the sheer brilliance of this film.",11,"3.7 stars","3.7 stars","12-25-2018","2020/7/11","2 hrs"
"Stolen Memories",64,0,"Completed College","female","Viewer","Employed","Drama","43 mins","Summer",3004,"A movie that failed to deliver on its promises. Disappointing.",10,"2.7 stars","2.9 stars","11-10-2003","2006/9/19","1 hrs"
"Mystic Shadows",24,0,"Completed College","male","Viewer","Employed","Drama","55 mins","Summer",1455,"A middle-of-the-road experience with its ups and downs.",11,"3.3 stars","3.2 stars","7-21-2010","2013/5/4","1 hrs"
"Amour Forever",18,0,"Completed High School","male","Viewer","Student","Romance","57 mins","Fall",6251,"Not a remarkable movie, but it's watchable.",8,"3.3 stars","3.3 stars","11-2-2004","2011/12/18","1 hrs"
"Magic of Childhood",64,0,"Post-Graduate","female","Critic","Employed","Kids","16 mins","Winter",1036,"A complete letdown that I wouldn't wish upon anyone.",10,"2.2 stars","2.3 stars","1-18-2014","2023/10/18","2 hrs"
"Quest for Imagination",47,1,"Post-Graduate","female","Viewer","Employed","Kids","51 mins","Summer",3131,"A film that lacked the impact I was hoping for.",10,"3.1 stars","3.2 stars","5-13-2005","2006/10/16","1 hrs"
"Echoes of Eternity",18,0,"Completed College","female","Viewer","Student","Drama","24 mins","Summer",7245,"Unforgettable movie moments.",3,"4.3 stars","4.2 stars","10-2-1998","2002/6/7","1 hrs"
"In Search of Truth",55,1,"Post-Graduate","female","Critic","Employed","Other","45 mins","Summer",6040,"A cinematic disaster that I wish I hadn't endured.",10,"2.5 stars","2.6 stars","9-20-2007","2009/7/25","1 hrs"
"Heartstrings",35,1,"Post-Graduate","male","Viewer","Employed","Romance","29 mins","Summer",5066,"I didn't love it, but I didn't hate it either.",12,"2.9 stars","2.8 stars","9-9-1991","1991/11/1","2 hrs"
"Amour Forever",37,0,"Completed College","male","Critic","Employed","Romance","5 mins","Fall",6251,"Waste of time.",3,"2.2 stars","2.1 stars","1-28-2004","2010/2/26","2 hrs"
"Whispers in the Dark",70,0,"Post-Graduate","female","Viewer","Employed","Horror","59 mins","Spring",2052,"Terrible. Just terrible. The script was terrible, the acting was terrible, and I regret ever watching it.",17,"2.4 stars","2.3 stars","11-21-2020","2021/3/7","1 hrs"
"Joyful Journeys",36,3,"Completed College","female","Viewer","Employed","Kids","12 mins","Spring",9030,"A film that fell short of my expectations.",8,"2.9 stars","3.1 stars","12-12-2005","2005/12/23","2 hrs"
"Soulbound",39,0,"Completed High School","female","Viewer","Employed","Drama","58 mins","Fall",1618,"An adequate effort that didn't quite shine.",8,"3.1 stars","3 stars","11-21-2010","2011/6/28","1 hrs"
"Requiem for a Dream",33,2,"Post-Graduate","male","Critic","Employed","Drama","38 mins","Winter",3517,"It's neither remarkable nor terrible.",6,"3.4 stars","3.4 stars","5-25-2008","2012/9/24","1 hrs"
"Enchanted Playtime",52,2,"Completed College","female","Critic","Employed","Kids","1 mins","Spring",1041,"I had high hopes for this movie, but it let me down in every way. The plot was confusing, and the acting was terrible.",24,"2.5 stars","2.7 stars","2-14-2004","2012/10/16","2 hrs"
"Edge of Eternity",55,0,"Post-Graduate","female","Viewer","Employed","Drama","51 mins","Winter",4137,"A film that neither impressed nor disappointed me.",8,"3.3 stars","3.4 stars","7-9-2018","2018/7/8","1 hrs"
"Eternal Sunshine",59,2,"Post-Graduate","female","Viewer","Employed","Drama","59 mins","Summer",4603,"An enchanting story that will warm your soul.",8,"5 stars","5 stars","9-25-2017","2018/10/25","1 hrs"
"Chronicles of Destiny",45,0,"Post-Graduate","female","Viewer","Employed","Action/Adventure","27 mins","Fall",4695,"I had high hopes for this movie, but it let me down in every way. The plot was confusing, and the acting was terrible.",24,"2.6 stars","2.4 stars","3-25-2000","2006/6/17","2 hrs"
"A Glimpse Through Time",36,1,"Post-Graduate","female","Viewer","Employed","Other","25 mins","Fall",8842,"Some scenes were interesting, others were forgettable.",7,"2.8 stars","3 stars","8-26-1989","1992/4/17","1 hrs"
"Forgotten Realms",18,0,"Completed College","male","Viewer","Student","Drama","30 mins","Summer",3337,"Every frame felt like a work of art. A must-see.",11,"3.9 stars","3.8 stars","7-25-2013","2015/6/19","1 hrs"
"Silly Adventures",65,0,"Post-Graduate","female","Viewer","Employed","Comedy","8 mins","Summer",607,"Not the best, but not the worst either.",8,"3.4 stars","3.3 stars","10-28-2018","2019/9/4","2 hrs"
"Frozen in Time",65,0,"Completed College","male","Viewer","Employed","Drama","49 mins","Winter",2736,"Neither remarkable nor forgettable - an average flick.",7,"3.2 stars","3 stars","12-14-1984","1990/8/8","1 hrs"
"Under the Rainbow",58,0,"Completed High School","female","Viewer","Employed","Kids","23 mins","Summer",530,"A cinematic disaster that I wish I could erase from memory.",11,"2.4 stars","2.5 stars","9-21-1996","2000/2/1","1 hrs"
"Rising Stars",36,0,"Post-Graduate","female","Viewer","Employed","Drama","28 mins","Summer",2889,"A film that didn't fully engage me but had its moments.",12,"2.9 stars","2.7 stars","8-17-2000","2002/3/18","2 hrs"
"Unseen Horizons",63,2,"Completed College","female","Viewer","Retired","Drama","11 mins","Summer",7985,"Absolutely stunning film.",3,"4 stars","4.1 stars","6-24-2010","2010/2/20","2 hrs"
"Shattered Reflections",67,0,"Completed High School","male","Viewer","Employed","Drama","30 mins","Spring",2500,"I couldn't find a single redeeming quality in this mess.",11,"2.7 stars","2.7 stars","8-19-2017","2017/11/8","2 hrs"
"Beyond the Horizon",50,1,"Post-Graduate","female","Viewer","Employed","Action/Adventure","28 mins","Spring",6820,"I expected more, but it was just okay.",8,"2.9 stars","3.1 stars","6-26-2010","2010/2/24","2 hrs"
"Lost Treasures",44,2,"Completed College","female","Critic","Retired","Action/Adventure","55 mins","Spring",4040,"I couldn't find a single redeeming quality in this mess.",11,"2.5 stars","2.7 stars","4-9-2009","2017/5/3","1 hrs"
"Epic Discovery",18,0,"Completed High School","female","Viewer","Employed","Action/Adventure","5 mins","Fall",7677,"A film that didn't leave a lasting mark.",9,"2.9 stars","2.9 stars","8-5-1994","1994/1/23","2 hrs"
"Requiem for a Dream",75,0,"Post-Graduate","female","Critic","Unemployed","Drama","6 mins","Winter",3517,"A cinematic disaster that I wish I hadn't endured.",10,"2.7 stars","2.8 stars","4-28-2008","2009/1/9","2 hrs"
"Dark Descent",50,0,"Post-Graduate","female","Viewer","Employed","Horror","32 mins","Spring",2185,"An uninspired and regrettable mess that left me unsatisfied.",9,"2.3 stars","2.5 stars","6-28-2015","2016/7/3","2 hrs"
"Legends of Winter",53,1,"Completed High School","female","Viewer","Employed","Drama","34 mins","Fall",2617,"Neither good nor bad. Just average. I wouldn't call it a masterpiece.",13,"2.8 stars","2.6 stars","12-10-2006","2011/9/3","2 hrs"
"Beyond the Horizon",65,0,"Post-Graduate","female","Viewer","Employed","Action/Adventure","27 mins","Spring",6820,"It didn't exceed my expectations, but it wasn't bad.",11,"2.8 stars","3 stars","7-6-2010","2012/10/15","2 hrs"
"Wanderlust",43,0,"Completed High School","male","Viewer","Employed","Other","36 mins","Summer",3716,"A film that was as dull as it was disappointing.",10,"2.7 stars","2.6 stars","12-25-1998","2000/10/5","1 hrs"
"Lost Treasures",27,0,"Post-Graduate","male","Viewer","Employed","Action/Adventure","29 mins","Spring",4040,"Not great, but not terrible. It falls somewhere in between.",10,"2.9 stars","2.9 stars","1-15-2009","2013/7/15","2 hrs"
"Reflections of Reality",40,1,"Post-Graduate","female","Viewer","Employed","Other","7 mins","Summer",2599,"An absolute joy to watch. The humor is spot-on, and the characters are lovable.",15,"3.7 stars","3.7 stars","6-12-2019","2020/5/24","2 hrs"
"Clash of Titans",25,0,"Completed College","male","Viewer","Student","Action/Adventure","27 mins","Summer",3638,"A movie that didn't fully capture my attention.",9,"3.1 stars","3.1 stars","1-25-2015","2015/4/10","2 hrs"
"The Mysterious Expedition",58,0,"Completed College","male","Critic","Employed","Action/Adventure","38 mins","Fall",5056,"A so-so experience that didn't quite connect.",9,"3.3 stars","3.2 stars","10-4-2016","2017/11/5","1 hrs"
