"title","age","children_in_home","education","gender","reviewer_type","work_status","genre","length_minutes","season","total_reviews","review_text","word_count","rating_first_watch","rating_second_watch","release_date","review_date","length_hours"
"Rising Stars",18,0,"Post-Graduate","female","Critic","Student","Drama","32 mins","Summer",2889,"I expected more, but this movie left me thoroughly unsatisfied.",10,"2.7 stars","2.6 stars","6-25-2000","2003/6/15","2 hrs"
"Innocence Lost",61,0,"Completed College","male","Viewer","Employed","Drama","3 mins","Summer",3260,"A passable cinematic endeavor that didn't stand out.",9,"3.3 stars","3.3 stars","3-27-2011","2020/10/23","2 hrs"
"The Uncharted Journey",28,1,"Post-Graduate","female","Critic","Student","Action/Adventure","57 mins","Fall",3948,"An uninspired and regrettable mess that left me unsatisfied.",9,"2.7 stars","2.6 stars","10-25-2007","2013/12/10","1 hrs"
"Quest for Glory",48,1,"Completed College","male","Critic","Employed","Action/Adventure","2 mins","Spring",8533,"A watchable film that didn't fully capture my attention.",10,"2.9 stars","2.9 stars","10-25-2009","2013/10/1","2 hrs"
"Tales of Tiny Explorers",18,0,"Completed High School","male","Critic","Student","Kids","31 mins","Fall",4368,"A complete waste of time that I deeply regret.",9,"1.9 stars","2 stars","11-5-2002","2009/10/16","1 hrs"
"Clash of Titans",42,0,"Post-Graduate","female","Critic","Employed","Action/Adventure","20 mins","Summer",3638,"I expected more, but this movie left me thoroughly disappointed.",10,"2.1 stars","2.1 stars","2-22-2015","2015/11/10","2 hrs"
"Realm of Illusions",67,0,"Post-Graduate","female","Viewer","Employed","Drama","33 mins","Summer",1520,"An average watch that didn't leave a strong impression.",10,"3.4 stars","3.5 stars","5-20-2005","2007/2/7","1 hrs"
"Legends of Winter",59,0,"Post-Graduate","male","Critic","Employed","Drama","8 mins","Fall",2617,"Lousy acting, couldn't stand it.",6,"2.4 stars","2.4 stars","11-11-2006","2012/1/21","2 hrs"
"Chronicles of Courage",30,1,"Post-Graduate","female","Viewer","Employed","Action/Adventure","17 mins","Summer",1983,"A forgettable experience that left me questioning its merit.",9,"2.2 stars","2.3 stars","10-5-1995","1997/1/4","1 hrs"
"Lost in Time",62,0,"Post-Graduate","female","Viewer","Employed","Drama","3 mins","Summer",8311,"A journey of discovery that left me spellbound.",8,"4.1 stars","4.1 stars","4-10-2019","2020/1/3","2 hrs"
"Whispers of Fate",80,0,"Post-Graduate","female","Viewer","Retired","Drama","22 mins","Fall",8887,"A film that didn't leave a lasting impact.",9,"3.4 stars","3.5 stars","9-15-2009","2017/10/17","2 hrs"
"Eternal Sunshine",42,1,"Completed College","male","Viewer","Employed","Drama","20 mins","Summer",4603,"A symphony of emotions that left me deeply touched.",9,"4.1 stars","3.9 stars","11-7-2017","2018/5/23","1 hrs"
"Secret of the Ancients",69,0,"Post-Graduate","male","Critic","Employed","Action/Adventure","17 mins","Summer",9029,"A lackluster attempt that fell short in every way.",9,"2.7 stars","2.5 stars","11-24-2020","2021/10/21","1 hrs"
"Dark Descent",58,1,"Post-Graduate","female","Viewer","Employed","Horror","28 mins","Spring",2185,"A film that didn't fully engage me but had its moments.",12,"3.1 stars","3 stars","11-23-2015","2016/8/25","2 hrs"
"Joyful Journeys",40,0,"Completed High School","female","Viewer","Employed","Kids","12 mins","Spring",9030,"Terrible. Just terrible. The script was terrible, the acting was terrible, and I regret ever watching it.",17,"2.6 stars","2.5 stars","11-4-2005","2012/7/3","2 hrs"
"Broken Promises",71,0,"Post-Graduate","male","Critic","Retired","Drama","15 mins","Fall",5560,"It's not a standout, but it's not terrible either.",11,"3 stars","3.1 stars","10-27-2008","2009/7/20","1 hrs"
"Chronicles of Courage",18,0,"Completed High School","male","Viewer","Unemployed","Action/Adventure","44 mins","Summer",1983,"An okay outing that didn't fully engage me.",9,"2.8 stars","2.8 stars","1-11-1995","1995/1/18","1 hrs"
"Frozen in Time",43,0,"Completed High School","female","Critic","Employed","Drama","59 mins","Winter",2736,"A total letdown that I wouldn't wish upon anyone.",10,"2.7 stars","2.5 stars","7-3-1984","1987/2/18","1 hrs"
"Enchanted Hearts",71,0,"Post-Graduate","male","Viewer","Retired","Romance","10 mins","Summer",9467,"A masterpiece that redefines cinematic excellence.",6,"4 stars","4 stars","4-27-2019","2019/4/1","2 hrs"
"Midnight Shadows",60,0,"Post-Graduate","male","Viewer","Retired","Horror","1 mins","Summer",4464,"A neutral watch that neither impressed nor disappointed.",8,"2.8 stars","2.6 stars","1-19-1995","1999/7/3","2 hrs"
"Tales of Tiny Explorers",60,0,"Completed College","female","Viewer","Employed","Kids","33 mins","Fall",4368,"Boring and dull.",3,"2 stars","2.1 stars","7-28-2002","2004/7/19","1 hrs"
"Soulbound",77,0,"Post-Graduate","female","Viewer","Retired","Drama","31 mins","Fall",1618,"A middle-of-the-road outing that left me with mixed feelings.",12,"3.1 stars","2.9 stars","12-17-2010","2011/4/15","2 hrs"
"Amour Forever",47,1,"Post-Graduate","female","Viewer","Employed","Romance","38 mins","Fall",6251,"Brilliant acting and direction.",4,"3.6 stars","3.7 stars","5-22-2004","2011/7/4","1 hrs"
"Sweet Serenade",55,0,"Completed High School","male","Viewer","Unemployed","Romance","20 mins","Fall",3730,"This movie was a disaster. The dialogue was cringe-worthy, and the plot was nonsensical.",15,"2.2 stars","2.3 stars","3-6-1996","1997/9/12","2 hrs"
"Unseen Horizons",60,0,"Completed College","male","Viewer","Employed","Drama","11 mins","Summer",7985,"Spectacular and moving.",3,"3.9 stars","4.1 stars","1-13-2010","2017/4/18","2 hrs"
"Magic of Childhood",28,3,"Completed High School","female","Viewer","Employed","Kids","2 mins","Winter",1036,"It falls in the middle, not the best nor the worst.",11,"2.9 stars","3.1 stars","4-24-2014","2018/4/21","2 hrs"
"Epic Discovery",59,0,"Completed High School","male","Viewer","Employed","Action/Adventure","11 mins","Fall",7677,"A mixed bag of emotions and storytelling.",7,"3.3 stars","3.5 stars","10-12-1994","2002/7/27","2 hrs"
"Eternal Sunshine",64,0,"Post-Graduate","male","Viewer","Employed","Drama","27 mins","Summer",4603,"Incredible storytelling here.",3,"4 stars","4 stars","7-10-2017","2017/2/20","1 hrs"
"Beneath the Surface",33,0,"Completed College","male","Viewer","Employed","Drama","27 mins","Fall",9202,"A movie that failed to make a memorable impression.",9,"3.3 stars","3.1 stars","7-22-2011","2012/4/2","2 hrs"
"Fun Under the Sun",20,0,"Completed College","female","Viewer","Employed","Comedy","15 mins","Summer",7699,"A remarkable achievement that touched my soul.",7,"4 stars","3.9 stars","2-14-2019","2019/4/28","2 hrs"
"Whispers of Hope",41,0,"Post-Graduate","female","Critic","Employed","Drama","23 mins","Summer",389,"An utterly forgettable and regrettable cinematic endeavor.",7,"2.5 stars","2.5 stars","4-16-2018","2020/9/28","2 hrs"
"Lost Treasures",46,0,"Post-Graduate","female","Viewer","Employed","Action/Adventure","3 mins","Spring",4040,"It's neither here nor there, just an average movie.",10,"3.2 stars","3.2 stars","11-16-2009","2014/5/21","2 hrs"
"Reflections of Reality",32,0,"Completed High School","male","Viewer","Employed","Other","56 mins","Summer",2599,"An okay narrative that lacked a distinct identity.",8,"3 stars","3.1 stars","4-8-2019","2021/11/25","1 hrs"
"Stellar Explorers",26,0,"Post-Graduate","female","Viewer","Employed","Sci-Fi","55 mins","Fall",8106,"It had its moments, but overall, it was just okay. I neither loved it nor hated it.",17,"3.3 stars","3.4 stars","10-8-2013","2023/1/27","1 hrs"
"Shadowed Past",58,0,"Completed High School","female","Viewer","Employed","Drama","18 mins","Summer",4038,"A true work of art that captures the essence of life.",11,"3.5 stars","3.5 stars","6-18-2017","2019/12/17","2 hrs"
"Tales of Tiny Explorers",27,0,"Post-Graduate","female","Viewer","Employed","Kids","16 mins","Fall",4368,"A movie that failed to deliver on its promises. Avoid at all costs.",13,"2.3 stars","2.3 stars","12-3-2002","2007/3/19","1 hrs"
"Wonderland Adventures",51,0,"Post-Graduate","male","Critic","Employed","Kids","11 mins","Spring",2160,"A movie that failed to live up to its potential. Avoid.",11,"1.7 stars","1.8 stars","4-4-2012","2019/5/1","2 hrs"
"Epic Discovery",52,1,"Completed College","female","Viewer","Employed","Action/Adventure","22 mins","Fall",7677,"An emotional rollercoaster that pulled at my heartstrings.",8,"3.5 stars","3.3 stars","4-21-1994","2002/4/20","2 hrs"
"Shadowed Past",67,0,"Completed College","female","Viewer","Employed","Drama","40 mins","Summer",4038,"An average outing that didn't fully connect.",8,"3.4 stars","3.4 stars","7-17-2017","2018/7/7","1 hrs"
"Enchanted Darkness",45,1,"Completed High School","female","Critic","Employed","Horror","23 mins","Summer",7361,"A truly awful movie. The special effects were laughable, and the dialogue was cringe-worthy. Avoid at all costs.",19,"2.7 stars","2.6 stars","9-16-2009","2012/9/2","2 hrs"
"Amour Forever",18,0,"Completed High School","female","Critic","Student","Romance","3 mins","Fall",6251,"Not the best, but it was bearable.",7,"3 stars","3.1 stars","3-1-2004","2008/2/27","2 hrs"
"Empire of Shadows",57,0,"Post-Graduate","female","Critic","Student","Action/Adventure","36 mins","Summer",9606,"An unforgettable experience! The deep emotional connections and the exploration of human nature in this movie were thought-provoking. I highly recommend it.",23,"3.5 stars","3.5 stars","5-18-2017","2019/2/10","1 hrs"
"Beyond the Horizon",43,0,"Post-Graduate","female","Critic","Employed","Action/Adventure","20 mins","Spring",6820,"Disappointing movie.",2,"1.9 stars","1.7 stars","10-18-2010","2018/8/2","2 hrs"
"Journey to the Unknown",77,0,"Post-Graduate","male","Viewer","Retired","Action/Adventure","45 mins","Summer",2537,"It didn't leave a lasting impression, but it wasn't painful to watch.",14,"2.9 stars","2.9 stars","10-21-2000","2007/3/1","1 hrs"
"Quest for the Crystal",56,1,"Completed College","male","Critic","Employed","Action/Adventure","38 mins","Summer",3611,"A trainwreck of a film that I wish I hadn't seen.",12,"1.8 stars","1.9 stars","10-25-1996","2003/2/11","1 hrs"
"Amour Forever",18,0,"Post-Graduate","male","Viewer","Employed","Romance","30 mins","Fall",6251,"An adequate effort that didn't quite shine.",8,"3.3 stars","3.4 stars","4-12-2004","2006/6/16","2 hrs"
"Enchanted Expeditions",47,0,"Post-Graduate","male","Viewer","Employed","Action/Adventure","19 mins","Summer",1969,"It's hard to form a strong opinion about it.",10,"2.8 stars","2.9 stars","2-15-2017","2019/12/9","2 hrs"
"The Last Crusade",24,0,"Post-Graduate","female","Viewer","Employed","Action/Adventure","16 mins","Winter",4492,"I had high hopes for this movie, but it let me down in every way. The plot was confusing, and the acting was terrible.",24,"2.1 stars","2.2 stars","11-27-2015","2017/9/2","1 hrs"
"The Hilarious Movie",18,1,"Post-Graduate","female","Viewer","Employed","Comedy","2 mins","Winter",1399,"An average outing that didn't leave a lasting impact.",10,"3.2 stars","3.3 stars","1-12-2014","2020/11/18","2 hrs"
"Endless Love",62,0,"Post-Graduate","female","Viewer","Employed","Romance","20 mins","Spring",3185,"It's neither remarkable nor terrible.",6,"3.4 stars","3.6 stars","8-10-2016","2017/12/12","1 hrs"
"Beyond the Stars",18,0,"Post-Graduate","male","Viewer","Student","Sci-Fi","30 mins","Summer",3305,"I was hoping for better, but it was decent enough.",10,"3 stars","3.2 stars","5-22-1997","1998/8/26","1 hrs"
"Cosmic Adventures",78,0,"Post-Graduate","female","Critic","Retired","Sci-Fi","9 mins","Fall",8655,"A forgettable experience that left me questioning its merit.",9,"2.4 stars","2.3 stars","5-3-2012","2018/9/6","2 hrs"
"Fun Under the Sun",38,0,"Post-Graduate","female","Viewer","Employed","Comedy","37 mins","Summer",7699,"Stellar performances and an unforgettable storyline.",6,"3.9 stars","4 stars","6-27-2019","2021/1/5","1 hrs"
"Secret of the Ancients",32,0,"Post-Graduate","female","Viewer","Employed","Action/Adventure","4 mins","Summer",9029,"I expected more, but it was just okay.",8,"3 stars","3.1 stars","6-3-2020","2020/5/7","2 hrs"
"Galactic Odyssey",27,0,"Post-Graduate","female","Viewer","Retired","Sci-Fi","58 mins","Winter",3673,"One of the worst movies I've ever seen. It was painful to sit through. The plot made no sense, and the acting was atrocious.",25,"2.7 stars","2.9 stars","3-12-2010","2012/5/28","1 hrs"
"Unseen Horizons",18,0,"Post-Graduate","male","Viewer","Student","Drama","12 mins","Summer",7985,"An unforgettable experience.",3,"4.2 stars","4.1 stars","3-14-2010","2011/10/1","2 hrs"
"Heartstrings",53,1,"Completed High School","female","Critic","Employed","Romance","14 mins","Summer",5066,"A lackluster effort that failed to engage or entertain.",9,"2.1 stars","2 stars","12-2-1991","1995/6/18","2 hrs"
"Beyond the Stars",18,0,"Completed College","female","Viewer","Student","Sci-Fi","6 mins","Summer",3305,"Absolutely brilliant movie!",3,"3.5 stars","3.7 stars","1-28-1997","1999/2/7","2 hrs"
"Legends of Winter",51,1,"Post-Graduate","female","Viewer","Employed","Drama","23 mins","Fall",2617,"I didn't love it, but I didn't hate it either. It didn't exceed my expectations.",18,"3.2 stars","3.1 stars","2-6-2006","2011/8/6","2 hrs"
"Beyond the Stars",24,0,"Post-Graduate","female","Viewer","Employed","Sci-Fi","19 mins","Summer",3305,"A movie that didn't quite live up to the hype.",11,"3.3 stars","3.2 stars","11-28-1997","2001/9/12","1 hrs"
"Lost in Time",55,0,"Post-Graduate","female","Critic","Employed","Drama","39 mins","Summer",8311,"A middle-of-the-road experience with its ups and downs.",11,"3 stars","3.1 stars","7-6-2019","2021/10/7","1 hrs"
"Odyssey of Legends",60,0,"Post-Graduate","female","Critic","Employed","Action/Adventure","11 mins","Fall",7179,"This film was so bad it's almost impressive. I can't think of a single redeeming quality.",18,"2.3 stars","2.1 stars","6-6-2011","2017/4/19","2 hrs"
"Broken Promises",50,1,"Post-Graduate","male","Viewer","Employed","Drama","47 mins","Fall",5560,"A cinematic triumph that left me in awe.",8,"3.8 stars","3.7 stars","8-9-2008","2016/10/25","1 hrs"
"Chronicles of Destiny",18,0,"Post-Graduate","female","Viewer","Student","Action/Adventure","40 mins","Fall",4695,"A complete letdown that I wouldn't wish upon anyone.",10,"2.7 stars","2.8 stars","6-6-2000","2007/11/24","1 hrs"
"Unbreakable Bonds",18,1,"Post-Graduate","female","Viewer","Student","Romance","55 mins","Spring",6916,"Impressed by every aspect.",4,"4.1 stars","4 stars","3-14-2015","2015/2/20","1 hrs"
"Crimson Echoes",80,0,"Completed College","male","Viewer","Retired","Drama","25 mins","Fall",955,"An adequate effort that didn't quite shine.",8,"3.2 stars","3.4 stars","9-23-1995","2001/4/18","2 hrs"
"The Uncharted Journey",78,0,"Completed College","male","Critic","Retired","Action/Adventure","20 mins","Fall",3948,"Predictable and utterly unimpressive.",4,"2 stars","1.9 stars","6-3-2007","2013/8/4","2 hrs"
"Love in the Air",45,0,"Completed High School","male","Viewer","Employed","Romance","28 mins","Summer",6969,"A film that left me on the fence with its execution.",11,"3.2 stars","3.4 stars","12-2-2018","2019/11/23","2 hrs"
"Mystic Whispers",64,0,"Completed High School","female","Critic","Employed","Drama","29 mins","Summer",857,"A movie that failed to make a memorable impression.",9,"2.8 stars","3 stars","5-12-2010","2016/7/12","2 hrs"
