"title","age","children_in_home","education","gender","reviewer_type","work_status","genre","length_minutes","season","total_reviews","review_text","word_count","rating_first_watch","rating_second_watch","release_date","review_date","length_hours"
"The Uncharted Journey",47,0,"Completed College","female","Critic","Employed","Action/Adventure","30 mins","Fall",3948,"A painful and frustrating viewing experience. Avoid.",7,"1.4 stars","1.5 stars","7-7-2007","2011/2/26","2 hrs"
"The Last Crusade",59,0,"Post-Graduate","female","Viewer","Employed","Action/Adventure","8 mins","Winter",4492,"I neither loved it nor hated it.",7,"2.9 stars","2.9 stars","6-28-2015","2017/12/7","2 hrs"
"Enchanted Darkness",35,1,"Post-Graduate","male","Viewer","Unemployed","Horror","23 mins","Summer",7361,"Truly heartwarming story.",3,"4.2 stars","4.1 stars","3-10-2009","2017/1/11","1 hrs"
"A Glimpse Through Time",42,3,"Completed High School","female","Viewer","Employed","Other","48 mins","Fall",8842,"I was excited to see this film, but it turned out to be a mess. The plot was incoherent, and the characters were forgettable.",24,"2.5 stars","2.5 stars","12-14-1989","1997/5/7","1 hrs"
"Crimson Echoes",53,0,"Post-Graduate","male","Viewer","Employed","Drama","21 mins","Fall",955,"A total misfire that left me questioning my movie choices.",10,"2.6 stars","2.6 stars","6-20-1995","2002/11/26","2 hrs"
"Galactic Odyssey",57,0,"Completed High School","male","Critic","Employed","Sci-Fi","20 mins","Winter",3673,"This movie was a waste of my time. The plot was predictable, and the characters were unlikeable.",17,"2.1 stars","2 stars","12-1-2010","2012/10/1","1 hrs"
"Odyssey of Legends",39,1,"Post-Graduate","male","Critic","Employed","Action/Adventure","29 mins","Fall",7179,"A lackluster effort that failed to engage or entertain.",9,"2.3 stars","2.1 stars","11-19-2011","2014/12/3","2 hrs"
"Eerie Echoes",35,0,"Post-Graduate","female","Critic","Employed","Horror","23 mins","Fall",9634,"A movie that failed to deliver on its promises. Disappointing.",10,"2.6 stars","2.7 stars","3-17-2018","2018/5/16","1 hrs"
"Crimson Echoes",63,0,"Completed College","female","Critic","Employed","Drama","41 mins","Fall",955,"Spellbinding and emotionally resonant.",4,"3.7 stars","3.6 stars","10-2-1995","1997/8/18","1 hrs"
"Joyful Journeys",44,1,"Post-Graduate","female","Critic","Employed","Kids","47 mins","Spring",9030,"Some moments were good, others not so much.",8,"3.1 stars","3.1 stars","4-20-2005","2010/10/21","1 hrs"
"Fading Memories",24,0,"Post-Graduate","male","Critic","Employed","Drama","26 mins","Winter",1885,"A film that lacked any semblance of coherence or quality.",10,"2.4 stars","2.4 stars","8-6-2001","2008/5/13","1 hrs"
"The Last Crusade",18,0,"Post-Graduate","female","Viewer","Employed","Action/Adventure","18 mins","Winter",4492,"An uninspired and forgettable endeavor that isn't worth your time.",11,"2.2 stars","2.3 stars","3-27-2015","2016/9/1","1 hrs"
"Lost Treasures",63,0,"Post-Graduate","female","Viewer","Employed","Action/Adventure","31 mins","Spring",4040,"It doesn't stand out, but it's not a total waste.",12,"3.4 stars","3.5 stars","2-15-2009","2014/6/8","1 hrs"
"Stellar Explorers",51,1,"Post-Graduate","female","Viewer","Employed","Sci-Fi","15 mins","Fall",8106,"A movie that didn't quite make a lasting impression.",10,"2.8 stars","2.7 stars","12-10-2013","2016/5/10","1 hrs"
"Whimsical Whispers",52,2,"Completed High School","male","Viewer","Unemployed","Comedy","58 mins","Summer",6627,"A cinematic treasure that leaves you with a warm feeling. It's a must-watch for all ages.",18,"4.2 stars","4.4 stars","10-5-2020","2022/6/12","1 hrs"
"Cursed Kingdom",69,0,"Completed College","male","Critic","Employed","Drama","29 mins","Summer",5101,"A movie that left me uninterested and thoroughly unmoved.",9,"2.4 stars","2.4 stars","3-17-2000","2003/10/26","2 hrs"
"Mystic Shadows",72,0,"Completed College","male","Viewer","Retired","Drama","49 mins","Summer",1455,"A film that had its moments but didn't fully deliver.",11,"2.8 stars","2.6 stars","3-3-2010","2010/3/23","1 hrs"
"The Adventurous Quest",59,1,"Completed College","female","Viewer","Employed","Action/Adventure","35 mins","Summer",9822,"I wasn't thrilled, but I wasn't bored either.",10,"3.4 stars","3.6 stars","3-1-2011","2014/2/11","2 hrs"
"Hilarity Unleashed",18,0,"Post-Graduate","female","Viewer","Employed","Comedy","55 mins","Fall",7590,"A remarkable achievement that touched my soul.",7,"3.8 stars","3.7 stars","6-1-2019","2020/12/1","1 hrs"
"Rolling on the Floor",37,1,"Post-Graduate","female","Viewer","Employed","Comedy","18 mins","Summer",410,"Couldn't stop smiling!",4,"4 stars","3.8 stars","8-11-2015","2015/10/8","2 hrs"
"Chronicles of Destiny",18,0,"Completed High School","male","Viewer","Student","Action/Adventure","30 mins","Fall",4695,"A film that didn't leave a lasting impression.",9,"3.2 stars","3.2 stars","1-2-2000","2004/5/12","1 hrs"
"Requiem for a Dream",68,0,"Post-Graduate","male","Viewer","Employed","Drama","21 mins","Winter",3517,"It had its moments, but overall, it was just okay.",10,"2.9 stars","2.8 stars","10-9-2008","2013/1/7","2 hrs"
"Reflections of Reality",31,0,"Completed College","male","Viewer","Retired","Other","26 mins","Summer",2599,"I wanted to like this movie, but it was a disappointment. The story felt rushed, and the characters lacked depth.",20,"2.7 stars","2.6 stars","1-3-2019","2019/7/24","2 hrs"
"Soulbound",18,0,"Completed College","female","Viewer","Employed","Drama","24 mins","Fall",1618,"A film that left me bewildered and completely unfulfilled.",9,"2.7 stars","2.8 stars","7-7-2010","2019/5/16","2 hrs"
"Midnight Shadows",41,0,"Post-Graduate","female","Viewer","Retired","Horror","2 mins","Summer",4464,"It's a middle-of-the-road film, nothing extraordinary.",10,"2.8 stars","2.9 stars","12-23-1995","2001/5/3","2 hrs"
"Fun Under the Sun",36,0,"Completed College","male","Viewer","Employed","Comedy","39 mins","Summer",7699,"Cinematic excellence shines.",3,"3.8 stars","3.9 stars","5-26-2019","2019/4/15","1 hrs"
"Crazy Antics",62,2,"Completed College","female","Critic","Retired","Comedy","51 mins","Winter",6745,"A watchable experience that neither impressed nor disappointed.",8,"3.3 stars","3.3 stars","4-1-1992","1994/5/17","1 hrs"
"Mystic Whispers",37,0,"Post-Graduate","female","Viewer","Employed","Drama","56 mins","Summer",857,"An average outing that didn't fully connect.",8,"3.3 stars","3.3 stars","7-14-2010","2017/8/12","1 hrs"
"The Last Crusade",80,0,"Post-Graduate","female","Critic","Unemployed","Action/Adventure","28 mins","Winter",4492,"I had high hopes for this movie, but it let me down in every way. The plot was confusing, and the acting was terrible.",24,"2.4 stars","2.3 stars","8-14-2015","2015/11/8","2 hrs"
"Rolling on the Floor",54,2,"Completed High School","female","Critic","Employed","Comedy","12 mins","Summer",410,"It's not a standout film, but it's not terrible either.",12,"2.9 stars","2.9 stars","7-24-2015","2015/7/9","2 hrs"
"Eerie Echoes",22,0,"Completed High School","male","Viewer","Unemployed","Horror","41 mins","Fall",9634,"A movie that lacked the depth I was hoping for.",10,"3.1 stars","3.2 stars","5-4-2018","2019/3/23","1 hrs"
"Quest for Glory",18,0,"Completed College","female","Viewer","Student","Action/Adventure","20 mins","Spring",8533,"What a treat! This movie exceeded all my expectations. A true cinematic marvel.",13,"3.9 stars","3.9 stars","9-8-2009","2014/6/14","1 hrs"
"Shattered Illusions",37,0,"Post-Graduate","male","Viewer","Unemployed","Drama","21 mins","Fall",8485,"A breathtaking masterpiece that left me speechless. The storytelling, visuals, and performances were exceptional.",14,"3.5 stars","3.4 stars","12-23-2013","2019/6/21","1 hrs"
"Frozen in Time",30,2,"Post-Graduate","female","Viewer","Employed","Drama","17 mins","Winter",2736,"I couldn't get enough! The story was filled with twists and turns that kept me on the edge of my seat. A must-watch thriller!",26,"3.6 stars","3.6 stars","5-26-1984","1991/9/21","2 hrs"
"Odyssey of Hope",37,3,"Completed College","male","Viewer","Employed","Action/Adventure","32 mins","Summer",9797,"I was hooked from the first scene. The suspense and excitement never let up. A must-see thriller!",18,"3.5 stars","3.5 stars","11-5-2019","2021/8/14","2 hrs"
"Whispers of Fate",52,1,"Post-Graduate","male","Critic","Employed","Drama","32 mins","Fall",8887,"Not great, but not terrible. It falls somewhere in between.",10,"3.3 stars","3.1 stars","3-2-2009","2009/1/20","2 hrs"
"Empire of Shadows",33,1,"Completed High School","female","Viewer","Employed","Action/Adventure","17 mins","Summer",9606,"A lukewarm experience that neither wowed nor disappointed.",8,"3.4 stars","3.4 stars","10-14-2017","2018/5/14","2 hrs"
"Frozen in Time",18,0,"Post-Graduate","male","Viewer","Student","Drama","26 mins","Winter",2736,"Pure brilliance. It's a visual masterpiece that transports you to a magical world. The creativity behind this film is truly commendable.",22,"3.8 stars","3.8 stars","4-23-1984","1984/12/3","2 hrs"
"Innocence Lost",77,0,"Post-Graduate","female","Viewer","Retired","Drama","57 mins","Summer",3260,"A powerful cinematic gem.",4,"4.1 stars","3.9 stars","5-21-2011","2018/10/9","1 hrs"
"Guardians of Destiny",80,0,"Post-Graduate","female","Viewer","Retired","Action/Adventure","32 mins","Winter",374,"Boring and dull.",3,"1.8 stars","1.9 stars","12-17-2004","2012/9/15","1 hrs"
"Adventures of the Little Ones",80,0,"Completed College","male","Viewer","Retired","Kids","28 mins","Summer",8607,"I wouldn't call it memorable, just a typical movie.",10,"3 stars","3.2 stars","6-4-1997","2003/8/12","2 hrs"
"Mystic Whispers",61,0,"Post-Graduate","male","Viewer","Employed","Drama","22 mins","Summer",857,"Neither remarkable nor forgettable - an average flick.",7,"3.3 stars","3.5 stars","5-1-2010","2011/9/3","1 hrs"
"Whispers of Fate",39,1,"Post-Graduate","male","Critic","Employed","Drama","29 mins","Fall",8887,"It's hard to form a strong opinion about it.",10,"3 stars","2.9 stars","6-13-2009","2018/1/17","2 hrs"
"Beyond Boundaries",45,1,"Completed High School","female","Viewer","Employed","Other","22 mins","Fall",8184,"Astonishingly well done.",3,"3.5 stars","3.4 stars","8-2-2018","2018/7/12","2 hrs"
"Wanderlust",23,0,"Post-Graduate","female","Viewer","Student","Other","56 mins","Summer",3716,"Neither good nor bad. Just average.",6,"3 stars","3.2 stars","6-9-1998","1999/2/13","1 hrs"
"Chronicles of Courage",63,0,"Post-Graduate","female","Viewer","Employed","Action/Adventure","44 mins","Summer",1983,"A narrative that fell somewhere in the middle ground.",9,"2.9 stars","3.1 stars","10-6-1995","2000/4/6","1 hrs"
"Cosmic Adventures",18,0,"Post-Graduate","male","Viewer","Employed","Sci-Fi","34 mins","Fall",8655,"I wasn't blown away, but it was decent.",9,"3 stars","2.8 stars","3-28-2012","2012/11/5","1 hrs"
"The Uncharted Journey",19,0,"Completed College","male","Critic","Employed","Action/Adventure","32 mins","Fall",3948,"A painful and frustrating viewing experience. Avoid.",7,"1.2 stars","1.3 stars","5-10-2007","2013/3/3","1 hrs"
"Raiders of the Unknown",75,0,"Completed High School","female","Viewer","Retired","Action/Adventure","12 mins","Summer",6957,"A film that didn't fully resonate with me.",9,"2.8 stars","2.9 stars","1-18-2018","2018/4/10","2 hrs"
"The Mysterious Expedition",80,0,"Post-Graduate","male","Viewer","Retired","Action/Adventure","56 mins","Fall",5056,"I can't stop thinking about this film. It's a work of art that deserves all the praise it's getting.",22,"3.5 stars","3.6 stars","9-12-2016","2018/7/2","1 hrs"
"A Glimpse Through Time",47,1,"Completed College","female","Viewer","Employed","Other","8 mins","Fall",8842,"A film that didn't leave a lasting impression.",9,"3 stars","2.8 stars","5-22-1989","1996/5/4","2 hrs"
"Quest for Imagination",80,0,"Post-Graduate","female","Viewer","Employed","Kids","25 mins","Summer",3131,"A movie that didn't leave a strong impression.",9,"3.1 stars","3.1 stars","5-13-2005","2008/6/23","1 hrs"
"Laughing Waters",25,0,"Completed College","female","Viewer","Employed","Comedy","20 mins","Spring",768,"It's a middle-of-the-road film, nothing extraordinary.",10,"3 stars","3.2 stars","6-12-2006","2011/7/18","2 hrs"
"Shattered Illusions",64,0,"Completed College","male","Critic","Employed","Drama","15 mins","Fall",8485,"A forgettable experience that left me questioning its merit.",9,"2.5 stars","2.6 stars","1-4-2013","2014/8/21","1 hrs"
"Legends of Winter",39,1,"Post-Graduate","male","Viewer","Employed","Drama","16 mins","Fall",2617,"It was alright, but I've seen better.",8,"3 stars","2.8 stars","10-4-2006","2009/1/11","1 hrs"
"The Mysterious Expedition",18,0,"Completed High School","male","Viewer","Employed","Action/Adventure","27 mins","Fall",5056,"An in-between film that didn't quite find its footing.",11,"3.3 stars","3.2 stars","11-14-2016","2017/7/11","1 hrs"
"In Search of Truth",39,1,"Post-Graduate","female","Viewer","Employed","Other","21 mins","Summer",6040,"A watchable experience that neither impressed nor disappointed.",8,"3.4 stars","3.4 stars","8-17-2007","2013/10/22","2 hrs"
"Joyful Journeys",41,1,"Post-Graduate","female","Critic","Employed","Kids","18 mins","Spring",9030,"A film that hovered in mediocrity without standing out.",9,"3.4 stars","3.4 stars","8-3-2005","2008/2/28","1 hrs"
"Unbreakable Bonds",22,0,"Post-Graduate","female","Viewer","Unemployed","Romance","41 mins","Spring",6916,"It didn't wow me, but it didn't disappoint either.",11,"3.2 stars","3.1 stars","2-23-2015","2016/12/5","1 hrs"
"Quest for Imagination",50,0,"Post-Graduate","female","Viewer","Employed","Kids","25 mins","Summer",3131,"It's an average film, nothing more, nothing less.",9,"3.4 stars","3.3 stars","8-14-2005","2008/9/19","1 hrs"
"Sweet Serenade",47,1,"Completed High School","female","Viewer","Employed","Romance","16 mins","Fall",3730,"This film was a disaster from start to finish. I can't believe I wasted two hours of my life on this garbage.",23,"2.1 stars","2.1 stars","10-17-1996","1999/8/18","2 hrs"
"Shadowed Past",75,0,"Completed High School","male","Viewer","Retired","Drama","15 mins","Summer",4038,"It didn't wow me, but it didn't disappoint either.",11,"3.1 stars","3.1 stars","11-19-2017","2017/9/25","1 hrs"
"Crazy Antics",68,0,"Completed College","male","Viewer","Employed","Comedy","3 mins","Winter",6745,"An average effort that lacked a distinct spark.",8,"3.1 stars","3.1 stars","1-26-1992","2000/2/16","2 hrs"
"Realm of Illusions",55,0,"Completed College","male","Viewer","Employed","Drama","24 mins","Summer",1520,"It's a film that falls in between. Not remarkable, not terrible.",12,"3.2 stars","3.4 stars","7-4-2005","2005/9/26","2 hrs"
"Eerie Echoes",59,0,"Completed College","female","Viewer","Employed","Horror","24 mins","Fall",9634,"This movie is a triumph. It's an emotional rollercoaster that will leave you in awe of the human spirit.",20,"3.7 stars","3.8 stars","12-15-2018","2019/4/16","2 hrs"
"Laughter Therapy",21,0,"Post-Graduate","female","Viewer","Employed","Comedy","59 mins","Summer",2829,"A true masterpiece that will be cherished for years.",9,"3.7 stars","3.5 stars","10-1-1996","1996/2/5","1 hrs"
"Visions of Valor",80,0,"Post-Graduate","female","Viewer","Retired","Action/Adventure","22 mins","Fall",2574,"I expected more, but this movie left me thoroughly unsatisfied.",10,"2.1 stars","2.2 stars","1-25-1987","1989/12/14","2 hrs"
"Fun Under the Sun",18,0,"Completed College","male","Viewer","Student","Comedy","51 mins","Summer",7699,"Utterly compelling and artistically captivating.",5,"4.3 stars","4.3 stars","7-15-2019","2019/4/20","1 hrs"
"The Enigmatic Drama",42,1,"Post-Graduate","female","Viewer","Employed","Drama","28 mins","Summer",5690,"A work of art that will resonate for generations.",9,"4.2 stars","4 stars","9-20-2018","2018/3/7","2 hrs"
"Shadowed Past",18,0,"Post-Graduate","male","Viewer","Employed","Drama","18 mins","Summer",4038,"A film that left me feeling indifferent.",7,"3.4 stars","3.4 stars","6-1-2017","2019/8/25","1 hrs"
