"title","age","children_in_home","education","gender","reviewer_type","work_status","genre","length_minutes","season","total_reviews","review_text","word_count","rating_first_watch","rating_second_watch","release_date","review_date","length_hours"
"Legends of Winter",43,0,"Completed College","male","Viewer","Employed","Drama","33 mins","Fall",2617,"An adequate watch with its share of strengths and weaknesses.",10,"3.2 stars","3.3 stars","12-3-2006","2013/7/26","2 hrs"
"Quest for the Crystal",41,0,"Post-Graduate","male","Viewer","Employed","Action/Adventure","36 mins","Summer",3611,"A film that fell short of my expectations.",8,"3.1 stars","3.3 stars","11-8-1996","2001/1/2","1 hrs"
"Whimsical Whispers",20,0,"Post-Graduate","female","Viewer","Employed","Comedy","0 mins","Summer",6627,"A narrative that fell somewhere in the middle ground.",9,"3.3 stars","3.1 stars","7-21-2020","2020/10/3","2 hrs"
"Eerie Echoes",76,0,"Post-Graduate","female","Critic","Retired","Horror","17 mins","Fall",9634,"I can't believe I paid to see this garbage. The story was nonsensical, and I couldn't connect with any of the characters.",24,"2.4 stars","2.3 stars","7-22-2018","2020/10/20","2 hrs"
"Empire of Shadows",24,0,"Post-Graduate","male","Viewer","Student","Action/Adventure","3 mins","Summer",9606,"This film is a triumph of storytelling. It's a moving and powerful experience that stays with you.",18,"4.5 stars","4.4 stars","10-15-2017","2019/6/10","2 hrs"
"Legends Unleashed",53,1,"Post-Graduate","female","Viewer","Employed","Action/Adventure","14 mins","Summer",4095,"Complete letdown, don't bother.",5,"2.7 stars","2.6 stars","3-23-2009","2013/11/15","2 hrs"
"Chronicles of Destiny",65,0,"Post-Graduate","female","Viewer","Employed","Action/Adventure","13 mins","Fall",4695,"A complete trainwreck of a movie. The acting was wooden, and the plot was a jumbled mess.",17,"2.7 stars","2.7 stars","6-15-2000","2003/12/4","2 hrs"
"Heartstrings",78,0,"Post-Graduate","male","Viewer","Retired","Romance","30 mins","Summer",5066,"It's an average movie, nothing to rave about.",9,"3 stars","3.1 stars","3-9-1991","1998/2/1","1 hrs"
"Edge of Eternity",67,0,"Post-Graduate","female","Viewer","Employed","Drama","17 mins","Winter",4137,"A cinematic triumph that left me in awe.",8,"3.5 stars","3.5 stars","11-16-2018","2020/9/5","2 hrs"
"Frozen in Time",69,0,"Completed High School","female","Viewer","Employed","Drama","26 mins","Winter",2736,"Neither good nor bad. Just average. I wouldn't call it a masterpiece.",13,"3.3 stars","3.2 stars","4-1-1984","1989/3/22","2 hrs"
"Enchanted Hearts",52,2,"Completed High School","female","Viewer","Employed","Romance","55 mins","Summer",9467,"An absolute masterpiece! The performances, the music, and the visuals are all top-notch.",14,"3.9 stars","3.9 stars","5-14-2019","2020/11/7","1 hrs"
"Sweet Serenade",40,2,"Completed High School","female","Viewer","Employed","Romance","26 mins","Fall",3730,"A film that hovered in mediocrity without standing out.",9,"2.8 stars","2.9 stars","11-22-1996","2001/11/7","1 hrs"
"Soulbound",23,0,"Post-Graduate","male","Viewer","Student","Drama","33 mins","Fall",1618,"A movie that left me with mixed thoughts.",8,"3.1 stars","3.3 stars","1-21-2010","2017/6/1","1 hrs"
"Eternal Sunshine",48,0,"Completed High School","female","Viewer","Employed","Drama","15 mins","Summer",4603,"Mesmerizing and thought-provoking. A true masterpiece.",7,"3.8 stars","3.9 stars","8-1-2017","2018/2/16","2 hrs"
"Tales of Tiny Explorers",56,0,"Post-Graduate","male","Viewer","Employed","Kids","37 mins","Fall",4368,"I couldn't wait for this movie to end. It was painful to watch, and I couldn't care less about the characters.",23,"2.5 stars","2.4 stars","6-17-2002","2010/4/20","1 hrs"
"Guardians of the Ancients",24,0,"Completed High School","female","Viewer","Employed","Action/Adventure","37 mins","Summer",3224,"I had high hopes for this movie, but it let me down in every way. The plot was confusing, and the acting was terrible.",24,"2.4 stars","2.3 stars","5-22-2014","2018/10/3","1 hrs"
"Whispers of Fate",61,0,"Completed College","male","Viewer","Employed","Drama","7 mins","Fall",8887,"An unforgettable experience.",3,"3.8 stars","3.9 stars","5-11-2009","2019/8/21","2 hrs"
"Magic of Childhood",35,0,"Post-Graduate","female","Viewer","Employed","Kids","28 mins","Winter",1036,"A truly awful movie. The special effects were laughable, and the dialogue was cringe-worthy. Avoid at all costs.",19,"2.4 stars","2.4 stars","2-23-2014","2020/5/1","1 hrs"
"Dark Descent",53,0,"Post-Graduate","male","Viewer","Employed","Horror","5 mins","Spring",2185,"A film that missed the mark on every level. Avoid.",10,"2.7 stars","2.8 stars","6-8-2015","2015/5/9","2 hrs"
"Odyssey of Hope",45,0,"Post-Graduate","male","Critic","Employed","Action/Adventure","25 mins","Summer",9797,"A movie that falls in the middle, not outstanding.",9,"2.8 stars","2.9 stars","6-23-2019","2019/4/18","1 hrs"
"Joyful Journeys",38,1,"Completed High School","female","Critic","Employed","Kids","52 mins","Spring",9030,"A film that fell short of my expectations.",8,"2.8 stars","2.6 stars","12-26-2005","2005/11/8","1 hrs"
"Beyond the Stars",18,0,"Post-Graduate","male","Viewer","Employed","Sci-Fi","16 mins","Summer",3305,"A decent movie, but it didn't quite meet my expectations.",11,"3 stars","3.2 stars","7-20-1997","2004/12/4","2 hrs"
"Enchanted Playtime",46,0,"Completed High School","female","Critic","Employed","Kids","27 mins","Spring",1041,"Complete letdown, don't bother.",5,"2.2 stars","2.2 stars","1-25-2004","2011/6/6","2 hrs"
"Futuristic Frontiers",23,1,"Completed High School","male","Critic","Student","Sci-Fi","27 mins","Winter",2755,"I don't know how this movie got made. It was a complete disaster from start to finish.",18,"2.5 stars","2.7 stars","3-7-1988","1994/1/19","2 hrs"
"Beyond Boundaries",29,0,"Post-Graduate","female","Viewer","Employed","Other","19 mins","Fall",8184,"A decent attempt that fell short of my expectations.",9,"3.2 stars","3 stars","8-17-2018","2020/7/28","1 hrs"
"Fun Under the Sun",62,0,"Post-Graduate","female","Critic","Employed","Comedy","27 mins","Summer",7699,"I didn't love it, but I didn't hate it either.",12,"3.4 stars","3.5 stars","2-14-2019","2020/5/20","2 hrs"
"Raiders of the Unknown",80,0,"Completed College","male","Critic","Unemployed","Action/Adventure","29 mins","Summer",6957,"A passable cinematic endeavor that didn't stand out.",9,"2.9 stars","2.8 stars","7-23-2018","2019/3/2","2 hrs"
"Beneath the Surface",62,0,"Post-Graduate","male","Viewer","Student","Drama","34 mins","Fall",9202,"A cinematic marvel that resonates deeply.",6,"4.3 stars","4.3 stars","2-19-2011","2020/4/28","1 hrs"
"Mystic Shadows",34,1,"Post-Graduate","female","Viewer","Employed","Drama","22 mins","Summer",1455,"Emotional rollercoaster ride.",3,"3.5 stars","3.4 stars","9-22-2010","2010/12/6","2 hrs"
"Chronicles of Courage",50,1,"Post-Graduate","female","Critic","Employed","Action/Adventure","37 mins","Summer",1983,"An utterly forgettable and regrettable cinematic disaster.",7,"2.5 stars","2.6 stars","11-2-1995","2000/3/12","1 hrs"
"Chronicles of Courage",51,1,"Completed College","female","Viewer","Employed","Action/Adventure","29 mins","Summer",1983,"A narrative that fell somewhere in the middle ground.",9,"2.8 stars","2.7 stars","9-10-1995","1998/2/22","2 hrs"
"Joyful Journeys",51,0,"Post-Graduate","male","Viewer","Employed","Kids","41 mins","Spring",9030,"A middle-of-the-road movie that didn't leave a strong impression.",13,"3.2 stars","3.4 stars","4-16-2005","2013/11/2","1 hrs"
"Legends Reborn",44,1,"Post-Graduate","female","Critic","Student","Action/Adventure","38 mins","Fall",5896,"I wanted to like this movie, but it was a letdown. The dialogue was cringe-worthy, and the story felt rushed.",21,"2.4 stars","2.4 stars","4-5-2008","2008/3/12","1 hrs"
"Chronicles of Courage",22,0,"Completed College","female","Viewer","Student","Action/Adventure","6 mins","Summer",1983,"An average outing that didn't evoke strong reactions.",9,"2.8 stars","2.9 stars","2-16-1995","2000/7/26","2 hrs"
"The Hilarious Movie",56,0,"Post-Graduate","female","Viewer","Employed","Comedy","36 mins","Winter",1399,"A lackluster attempt that fell short in every way.",9,"2.7 stars","2.6 stars","12-18-2014","2019/10/15","1 hrs"
"Beyond the Horizon",33,1,"Post-Graduate","female","Viewer","Employed","Action/Adventure","15 mins","Spring",6820,"This movie was a disaster. The dialogue was cringe-worthy, and the plot was nonsensical.",15,"2.7 stars","2.9 stars","11-14-2010","2010/6/13","2 hrs"
"Empire of Shadows",21,0,"Post-Graduate","male","Viewer","Student","Action/Adventure","25 mins","Summer",9606,"A true gem that resonates deeply with the soul.",9,"4 stars","4.1 stars","9-9-2017","2019/7/1","1 hrs"
"Raiders of the Unknown",51,1,"Post-Graduate","male","Viewer","Employed","Action/Adventure","3 mins","Summer",6957,"It's neither remarkable nor terrible.",6,"3.2 stars","3.3 stars","6-4-2018","2018/8/19","2 hrs"
"Magic of Childhood",42,0,"Post-Graduate","male","Viewer","Employed","Kids","26 mins","Winter",1036,"Terrible acting, wasted my time.",5,"2.4 stars","2.3 stars","2-27-2014","2018/8/3","2 hrs"
"Under the Rainbow",37,0,"Post-Graduate","male","Viewer","Employed","Kids","17 mins","Summer",530,"A movie that failed to impress on any level. Avoid.",10,"2.3 stars","2.3 stars","8-9-1996","1998/9/2","2 hrs"
"The Last Crusade",21,1,"Post-Graduate","female","Viewer","Student","Action/Adventure","30 mins","Winter",4492,"I didn't love it, but I didn't hate it either. It didn't exceed my expectations.",18,"2.9 stars","3.1 stars","7-9-2015","2015/7/14","2 hrs"
"Soulbound",36,0,"Completed High School","female","Viewer","Employed","Drama","53 mins","Fall",1618,"I expected so much more from this film, but it was a letdown. Boring and uninspired, it left me feeling disappointed.",21,"2.5 stars","2.4 stars","8-7-2010","2013/5/1","1 hrs"
"Hilarity Unleashed",64,0,"Completed High School","male","Viewer","Employed","Comedy","27 mins","Fall",7590,"Stellar performances and an unforgettable storyline.",6,"3.7 stars","3.6 stars","6-26-2019","2019/9/28","1 hrs"
"Mystic Whispers",63,1,"Completed High School","female","Viewer","Employed","Drama","52 mins","Summer",857,"Brilliant from start to end.",5,"3.6 stars","3.6 stars","4-13-2010","2017/11/1","1 hrs"
"Visions of Valor",30,0,"Post-Graduate","male","Viewer","Employed","Action/Adventure","37 mins","Fall",2574,"A movie that failed to capture my attention or interest.",10,"2 stars","2 stars","2-9-1987","1993/4/4","1 hrs"
"Stolen Memories",24,0,"Completed College","male","Critic","Unemployed","Drama","55 mins","Summer",3004,"A film that left me bewildered and completely unfulfilled.",9,"2.2 stars","2 stars","10-22-2003","2005/1/8","1 hrs"
"Whispers of Fate",18,0,"Completed College","female","Viewer","Student","Drama","21 mins","Fall",8887,"A work of pure genius.",5,"3.5 stars","3.7 stars","1-17-2009","2017/12/24","1 hrs"
"Eternal Echoes",47,1,"Post-Graduate","female","Critic","Employed","Drama","29 mins","Summer",7130,"Some moments were enjoyable, others were forgettable.",7,"3.3 stars","3.2 stars","7-2-1992","2000/1/16","2 hrs"
"Legends Reborn",69,0,"Post-Graduate","male","Viewer","Employed","Action/Adventure","13 mins","Fall",5896,"Unwatchable mess.",2,"2.4 stars","2.5 stars","9-5-2008","2011/1/28","2 hrs"
"Reflections of Reality",22,0,"Completed High School","male","Viewer","Student","Other","10 mins","Summer",2599,"A breathtaking masterpiece that speaks to the heart.",8,"3.8 stars","4 stars","5-2-2019","2019/12/16","2 hrs"
"Lost Treasures",74,0,"Post-Graduate","female","Viewer","Retired","Action/Adventure","6 mins","Spring",4040,"An okay narrative that lacked a distinct identity.",8,"2.8 stars","2.8 stars","5-8-2009","2012/10/27","2 hrs"
"Echoes of Valor",68,0,"Completed College","male","Critic","Employed","Action/Adventure","18 mins","Winter",5527,"A movie that failed to deliver on its promises. Disappointing.",10,"1.7 stars","1.6 stars","9-20-2020","2021/9/10","2 hrs"
"Whispers of Hope",51,2,"Completed College","male","Critic","Employed","Drama","41 mins","Summer",389,"I wouldn't rush to see it again, but it was okay.",12,"2.9 stars","2.8 stars","9-27-2018","2020/3/23","1 hrs"
"Magic of Childhood",46,0,"Post-Graduate","female","Viewer","Employed","Kids","58 mins","Winter",1036,"A misfire that lacked direction and substance. Avoid.",8,"2 stars","2 stars","7-15-2014","2022/10/17","1 hrs"
"Fun Under the Sun",67,0,"Post-Graduate","male","Viewer","Retired","Comedy","19 mins","Summer",7699,"A visual and emotional feast for the senses.",8,"4.2 stars","4.1 stars","6-3-2019","2019/8/12","2 hrs"
"Enchanted Hearts",34,1,"Completed High School","female","Viewer","Employed","Romance","52 mins","Summer",9467,"A heartwarming tale that warmed my soul.",7,"4 stars","4.1 stars","4-6-2019","2020/8/1","1 hrs"
"Shattered Illusions",35,1,"Completed High School","female","Viewer","Employed","Drama","16 mins","Fall",8485,"Deserves all the praise.",4,"4.2 stars","4.3 stars","2-28-2013","2020/6/24","1 hrs"
"Enchanted Darkness",41,0,"Post-Graduate","female","Viewer","Employed","Horror","15 mins","Summer",7361,"An enchanting escape into a world of wonder.",8,"3.6 stars","3.6 stars","10-28-2009","2016/5/26","1 hrs"
"Innocence Lost",40,1,"Completed College","female","Viewer","Employed","Drama","18 mins","Summer",3260,"Epic storytelling at its best.",5,"3.8 stars","3.7 stars","6-20-2011","2016/11/22","2 hrs"
"Galactic Odyssey",49,1,"Post-Graduate","female","Viewer","Employed","Sci-Fi","50 mins","Winter",3673,"A movie that didn't quite make a lasting impression.",10,"3 stars","3.2 stars","5-14-2010","2015/11/1","1 hrs"
"Whispers of Hope",64,0,"Post-Graduate","female","Critic","Employed","Drama","28 mins","Summer",389,"A film that failed to capture my attention or imagination.",10,"2.5 stars","2.7 stars","6-8-2018","2019/1/11","1 hrs"
"The Adventurous Quest",47,0,"Completed College","male","Viewer","Employed","Action/Adventure","48 mins","Summer",9822,"I didn't love it, but I didn't hate it either.",12,"3.3 stars","3.2 stars","12-21-2011","2018/2/12","1 hrs"
"Stolen Memories",18,0,"Completed High School","male","Viewer","Student","Drama","16 mins","Summer",3004,"A mesmerizing tapestry of emotions and visuals.",7,"3.6 stars","3.7 stars","12-11-2003","2003/9/5","1 hrs"
"Midnight Shadows",62,0,"Completed College","female","Viewer","Employed","Horror","18 mins","Summer",4464,"It didn't live up to the hype, but it wasn't a total disappointment.",15,"3 stars","3.1 stars","7-18-1995","1995/4/5","2 hrs"
"Odyssey of Legends",80,0,"Post-Graduate","male","Viewer","Employed","Action/Adventure","35 mins","Fall",7179,"A film that didn't leave a lasting impression.",9,"2.8 stars","2.9 stars","9-5-2011","2012/11/16","1 hrs"
"Sweet Serenade",18,1,"Completed College","male","Viewer","Employed","Romance","3 mins","Fall",3730,"An adequate effort that didn't quite shine.",8,"3.2 stars","3.2 stars","7-14-1996","2002/6/8","2 hrs"
"Lost Horizon",74,0,"Post-Graduate","female","Viewer","Retired","Drama","42 mins","Spring",2643,"A film with potential that didn't quite soar.",9,"3.4 stars","3.5 stars","4-24-2018","2018/1/2","1 hrs"
"Cosmic Adventures",55,1,"Post-Graduate","female","Critic","Employed","Sci-Fi","49 mins","Fall",8655,"It didn't exceed my expectations, but it wasn't bad.",11,"3 stars","2.9 stars","11-24-2012","2014/11/2","1 hrs"
"Stolen Memories",59,0,"Post-Graduate","female","Critic","Employed","Drama","7 mins","Summer",3004,"I don't know what the filmmakers were thinking. This movie was a disaster from start to finish.",18,"2.5 stars","2.6 stars","6-24-2003","2003/2/4","2 hrs"
"Unseen Horizons",34,0,"Completed College","male","Viewer","Employed","Drama","36 mins","Summer",7985,"A breathtaking masterpiece that speaks to the heart.",8,"4.1 stars","4.3 stars","8-10-2010","2016/2/12","1 hrs"
"Midnight Shadows",64,0,"Post-Graduate","female","Viewer","Employed","Horror","20 mins","Summer",4464,"A heartwarming tale that warmed my soul.",7,"3.5 stars","3.4 stars","5-10-1995","1995/5/28","1 hrs"
"Under the Rainbow",61,0,"Completed College","male","Viewer","Retired","Kids","32 mins","Summer",530,"I can't believe I paid to see this garbage. The story was nonsensical, and I couldn't connect with any of the characters.",24,"2.1 stars","2.1 stars","9-18-1996","2004/5/7","2 hrs"
"Echoes of Valor",45,1,"Completed High School","female","Viewer","Employed","Action/Adventure","3 mins","Winter",5527,"An okay narrative that lacked a distinct identity.",8,"3.2 stars","3.4 stars","12-13-2020","2021/10/9","2 hrs"
"Lost Treasures",66,0,"Completed High School","male","Viewer","Employed","Action/Adventure","26 mins","Spring",4040,"It's an average movie, nothing to rave about.",9,"2.9 stars","2.9 stars","4-8-2009","2012/5/3","2 hrs"
"Galactic Odyssey",59,0,"Post-Graduate","female","Critic","Retired","Sci-Fi","16 mins","Winter",3673,"I don't know what the filmmakers were thinking. This movie was a disaster from start to finish.",18,"2.2 stars","2.1 stars","2-21-2010","2013/11/19","2 hrs"
"Beyond the Stars",44,1,"Post-Graduate","female","Critic","Employed","Sci-Fi","21 mins","Summer",3305,"I expected so much more from this film, but it fell flat. Boring and uninspired, it left me with a sense of wasted potential.",24,"2.4 stars","2.4 stars","5-13-1997","2005/1/4","2 hrs"
"Chronicles of Courage",73,0,"Post-Graduate","female","Viewer","Employed","Action/Adventure","8 mins","Summer",1983,"A watchable effort that didn't quite stand out.",9,"3 stars","3.2 stars","6-10-1995","1996/4/18","2 hrs"
"Laughing Waters",56,0,"Completed College","female","Viewer","Employed","Comedy","7 mins","Spring",768,"A middle-of-the-road outing that left me with mixed feelings.",12,"3.2 stars","3.2 stars","5-16-2006","2010/4/19","2 hrs"
"Legends of Winter",41,1,"Completed College","female","Critic","Employed","Drama","15 mins","Fall",2617,"A film that neither impressed nor disappointed me.",8,"3.1 stars","3 stars","1-8-2006","2009/3/12","2 hrs"
"Laughing Waters",18,0,"Post-Graduate","male","Viewer","Employed","Comedy","31 mins","Spring",768,"I couldn't wait for this movie to end. It was painful to watch, and I couldn't care less about the characters.",23,"2.6 stars","2.4 stars","6-11-2006","2012/10/21","1 hrs"
"Under the Rainbow",57,0,"Completed College","male","Viewer","Employed","Kids","17 mins","Summer",530,"A lackluster attempt that left me bored and uninspired.",9,"2.2 stars","2.3 stars","2-9-1996","2003/10/13","1 hrs"
"Forgotten Realms",19,0,"Completed College","female","Viewer","Employed","Drama","19 mins","Summer",3337,"Emotional rollercoaster ride.",3,"3.6 stars","3.5 stars","9-11-2013","2019/1/8","1 hrs"
"Heartstrings",22,0,"Completed College","female","Viewer","Student","Romance","8 mins","Summer",5066,"It's not remarkable, but it's not terrible either.",10,"3.1 stars","3 stars","1-11-1991","1994/3/5","2 hrs"
"Legends Unleashed",28,1,"Post-Graduate","female","Critic","Employed","Action/Adventure","27 mins","Summer",4095,"A film that left me bewildered and completely unimpressed.",9,"2.4 stars","2.3 stars","10-7-2009","2010/8/11","1 hrs"
"Amour Forever",18,0,"Completed College","female","Viewer","Employed","Romance","17 mins","Fall",6251,"A work of art that transcends the ordinary.",8,"3.6 stars","3.7 stars","4-5-2004","2009/12/12","2 hrs"
"Futuristic Frontiers",44,1,"Post-Graduate","female","Viewer","Employed","Sci-Fi","2 mins","Winter",2755,"A film that didn't leave a lasting impression.",9,"3.2 stars","3.2 stars","5-23-1988","1991/12/3","2 hrs"
"Legends Reborn",27,0,"Completed College","female","Viewer","Employed","Action/Adventure","11 mins","Fall",5896,"A film that left me feeling indifferent.",7,"2.8 stars","2.7 stars","7-17-2008","2012/5/27","2 hrs"
"Rising Stars",21,0,"Post-Graduate","female","Critic","Employed","Drama","57 mins","Summer",2889,"An average effort that lacked a distinct spark.",8,"2.9 stars","2.9 stars","9-3-2000","2007/8/17","1 hrs"
"Mystic Whispers",36,0,"Post-Graduate","male","Critic","Employed","Drama","43 mins","Summer",857,"This movie was a complete disaster. The plot was confusing, the acting was terrible, and I regret wasting my time on it.",22,"2.3 stars","2.3 stars","12-2-2010","2017/7/3","1 hrs"
"Cursed Kingdom",56,0,"Completed High School","female","Viewer","Employed","Drama","3 mins","Summer",5101,"I was blown away by this film. It's a cinematic masterpiece that will stand the test of time.",19,"3.6 stars","3.7 stars","7-23-2000","2005/10/19","2 hrs"
